id,adhyaya,pada,sutra_number,sutra_text,adhikarana
281,2,4,10,ॐ न वायुक्रिये पृथुगुपदेशात् ॐ,मुख्यप्राणाधिकरणम्
282,2,4,11,ॐ चक्षुरादिवत् तु तत्सहशिष्ट्यादिभ्यः ॐ,चक्षुराद्यधिकरणम्
283,2,4,12,ॐ अकरणत्वाच्च न दोषस्तथा हि दर्शयति ॐ,चक्षुराद्यधिकरणम्
284,2,4,13,ॐ पञ्चवृत्तिर्मनोवद्व्यपदिश्यते ॐ,पञ्चवृत्त्यधिकरणम्
285,2,4,14,ॐ अणुश्च ॐ,प्राणाणुत्वाधिकरणम्
286,2,4,15,ॐ ज्योतिराद्यधिष्ठानं तु तदामननात् ॐ,ज्योतिराद्यधिकरणम्
287,2,4,16,ॐ प्राणवता शब्दात् ॐ,ज्योतिराद्यधिकरणम्
288,2,4,17,ॐ तस्य च नित्यत्वात् ॐ,ज्योतिराद्यधिकरणम्
289,2,4,18,ॐ त इन्द्रियाण् तद्व्यपदेशादन्यत्र श्रेष्ठात् ॐ,इन्द्रियाधिकरणम्
290,2,4,19,ॐ भेदश्रुतेः ॐ,इन्द्रियाधिकरणम्
291,2,4,20,ॐ वैलक्षण्याच्च ॐ,इन्द्रियाधिकरणम्
292,2,4,21,ॐ सङ्ज्ञामूर्तिक्लृप्तिस्तुत्रि वृत्कुर्वत उपदेशात् ॐ,सङ्ज्ञाधिकरणम्
293,2,4,22,ॐ मांसादि भौमं यथाशब्दमितरयोश्च ॐ,मांसा(ध्य)धिकरणम्
294,2,4,23,ॐ वैशेष्यात् तु तद्वादस्तद्वादः ॐ,मांसा(ध्य)धिकरणम्
295,3,1,1,ॐ तदन्तरप्रतिपत्तौरंहति सम्परिष्वक्तः प्रश्ननिरूपणाभ्याम् ॐ,तदन्तराधिकरणम्
296,3,1,2,ॐ त्र्यात्मकत्वात् तु भूयस्त्वात् ॐ,त्र्यात्मकत्वाधिकरणम्
297,3,1,3,ॐ प्राणगतेश्च ॐ,प्राणागत्यधिकरणम्
298,3,1,4,ॐ अग्न्यादिगतिश्रुतेरिति चेन्न भाक्तत्वात् ॐ,अग्न्याद्यधिकरणम्
299,3,1,5,ॐ प्रथमेऽश्रवणादिति चेन्न ता एव ह्युपपत्तेः ॐ,प्रथमश्रवणाधिकरणम्
300,3,1,6,ॐ अश्रुतत्वादिति चेन्नेष्टादिकारिणं प्रतीतेः ॐ,अश्रुतत्वाधिकरणम्
301,3,1,7,ॐ भाक्तं वाऽनात्मवित्त्वात् तथा हि दर्शयति ॐ,भाक्ताधिकरणम्
302,3,1,8,ॐ कृतात्ययेऽनुशयवान् दृष्टस्मृतिभ्याम् ॐ,कृतात्ययाधिकरणम्
303,3,1,9,ॐ यथेतमनेवं च ॐ,यथेताधिकरणम्
304,3,1,10,ॐ चरणादिति चेन्न तदुपलक्षणार्थेति कार्ष्णाजिनिः ॐ,चरणाधिकरणम्
305,3,1,11,ॐ आनर्थक्यमिति चेन्न तदपेक्षत्वात् ॐ,चरणाधिकरणम्
306,3,1,12,ॐ सुकृतदुष्कृते एवेति तु बादरिः ॐ,चरणाधिकरणम्
307,3,1,13,ॐ अनिष्टादिकारिणामपि च श्रुतम् ॐ,अनिष्टादिकार्यधिकरणम्
308,3,1,14,ॐ संयमने त्वनुभूयेतरेषामारोहावरोहौ तद्गतिदर्शनात् ॐ,अनिष्टादिकार्यधिकरणम्
309,3,1,15,ॐ स्मरन्ति च ॐ,अनिष्टादिकार्यधिकरणम्
310,3,1,16,ॐ अपि सप्त ॐ,सप्ताधिकरणम्
311,3,1,17,ॐ तत्रापि च तद्व्यापारादविरोधः ॐ,तद्व्यापाराधिकरणम्
312,3,1,18,ॐ विद्याकर्मणोरिति तु प्रकृतत्वात् ॐ,विद्याकर्माधिकरणम्
313,3,1,19,ॐ न तृतीये तथोपलब्धेः ॐ,महातमोऽधिकरणम्
314,3,1,20,ॐ स्मर्यतेऽपि च लोके ॐ,महातमोऽधिकरणम्
315,3,1,21,ॐ दर्शनाच्च ॐ,महातमोऽधिकरणम्
316,3,1,22,ॐ तृतीये शब्दावरोधः संशोकजस्य ॐ,महातमोऽधिकरणम्
317,3,1,23,ॐ स्मरणाच्च ॐ,महातमोऽधिकरणम्
318,3,1,24,ॐ तत्स्वाभाव्यापत्तिरुपपत्तेः ॐ,तत्स्वाभाव्याधिकरणम्
319,3,1,25,ॐ नातिचिरेण विशेषात् ॐ,नातिचिरेणाधिकरणम्
320,3,1,26,ॐ अन्याधिष्ठिते पूर्ववदभिलापात् ॐ,अन्या(धिष्ठिता)धिकरणम्
321,3,1,27,ॐ अशुद्धमिति चेन्न शब्दात् ॐ,अन्या(धिष्ठिता)धिकरणम्
322,3,1,28,ॐ रेतःसिग्योगोऽथ ॐ,रेतोऽधिकरणम्
323,3,1,29,ॐ योनेः शरीरम् ॐ,योन्यधिकरणम्
324,3,2,1,ॐ सन्ध्ये सृष्टिराह हि ॐ,सन्ध्याधिकरणम्
325,3,2,2,ॐ निर्मातारं चैके पुत्रादयश्च ॐ,सन्ध्याधिकरणम्
326,3,2,3,ॐ मायामात्रं तु कार्त्स्न्येनानभिव्यक्त स्वरूपत्वात् ॐ,सन्ध्याधिकरणम्
327,3,2,4,ॐ सूचकश्च हि श्रुतेराचक्षते च तद्विदः ॐ,सन्ध्याधिकरणम्
328,3,2,5,ॐ पराभिध्यानात् तु तिरोहितं ततो ह्यस्य बन्धविपर्ययौ ॐ,पराभिध्यानाधिकरणम्
329,3,2,6,ॐ देहयोगाद्वासोऽपि ॐ,देहयोगाधिकरणम्
330,3,2,7,ॐ तदभावो नाडीषु तच्छ्रुतेरात्मनि ह ॐ,तदभावाधिकरणम्
331,3,2,8,ॐ अतः प्रभोधोऽस्मात् ॐ,प्रभोधाधिकरणम्
332,3,2,9,ॐ स एव च कर्मानुस्मृतिशब्दविधिभ्यः ॐ,कर्मानुस्मृत्यधिकरणम्
333,3,2,10,ॐ मुग्धेऽर्धसम्पत्तिः परिशेषात् ॐ,सम्पत्त्यधिकरणम्
334,3,2,11,ॐ न स्थानतोऽपि परस्योभयलिङ्गं सर्वत्र हि ॐ,स्थान(तोऽप्य)भेदाधिकरणम्
335,3,2,12,ॐ न भेदादिति चेन्न प्रत्येकमतद्वचनात् ॐ,स्थान(तोऽप्य)भेदाधिकरणम्
336,3,2,13,ॐ अपि चैवमेके ॐ,स्थान(तोऽप्य)भेदाधिकरणम्
337,3,2,14,ॐ अरूपवदेव हि तत्प्रधानत्वात् ॐ,अरूपाधिकरणम्
338,3,2,15,ॐ प्रकाशवच्चावैयर्थ्यम् ॐ,अरूपाधिकरणम्
339,3,2,16,ॐ आह च तन्मात्रम् ॐ,अरूपाधिकरणम्
340,3,2,17,ॐ दर्शयति चाथो अपि स्मर्यते ॐ,अरूपाधिकरणम्
341,3,2,18,ॐ अत एव चोपमा सूर्यकादिवत् ॐ,उपमाधिकरणम्
342,3,2,19,ॐ अम्बुवदग्रहणात् तु न तथात्वम् ॐ,अम्बुवदधिकरणम्
343,3,2,20,ॐ वृद्धिह्रासभाक्त्वमन्तर्भावादुभयसामञ्जस्यादेवम् ॐ,वृद्धिह्रासाधिकरणम्
344,3,2,21,ॐ दर्शनाच्च ॐ,वृद्धिह्रासाधिकरणम्
345,3,2,22,ॐ प्रकृतैतावत्त्वं हि प्रतिषेधति ततो ब्रवीति च भूयः ॐ,पालकत्वाधिकरणम्
346,3,2,23,ॐ तदव्यक्तमाह हि ॐ,अव्यक्ताधिकरणम्
347,3,2,24,ॐ अपि संराधने प्रत्यक्षानुमानाभ्याम् ॐ,अव्यक्ताधिकरणम्
348,3,2,25,ॐ प्रकाशवच्चावैशेष्यम् ॐ,अव्यक्ताधिकरणम्
349,3,2,26,ॐ प्रकाशश्च कर्मण्यभ्यासात् ॐ,अव्यक्ताधिकरणम्
350,3,2,27,ॐ अतोऽनन्तेन तथा हि लिङ्गम् ॐ,अव्यक्ताधिकरणम्
351,3,2,28,ॐ उभयव्यपदेशात् त्त्वहिकुण्डलवत् ॐ,उभयव्यपदेशाधिकरणम्
352,3,2,29,ॐ प्रकाशाश्रयवद्वा तेजस्त्वात् ॐ,उभयव्यपदेशाधिकरणम्
353,3,2,30,ॐ पूर्ववद्वा ॐ,उभयव्यपदेशाधिकरणम्
354,3,2,31,ॐ प्रतिषेधाच्च ॐ,उभयव्यपदेशाधिकरणम्
355,3,2,32,ॐ परमतः सेतून्मानसम्बन्धभेदव्यपदेशेभ्यः ॐ,परानन्दा(परमता)धिकरणम्
356,3,2,33,ॐ दर्शनात् तु ॐ,परानन्दा(परमता)धिकरणम्
357,3,2,34,ॐ बुद्ध्यर्थः पादवत् ॐ,परानन्दा(परमता)धिकरणम्
358,3,2,35,ॐ स्थानविशेषात् प्रकाशादिवत् ॐ,स्थानविशेषाधिकरणम्
359,3,2,36,ॐ उपपत्तेश्च ॐ,स्थानविशेषाधिकरणम्
360,3,2,37,ॐ तथाऽन्यत् प्रतिषेधात् ॐ,तथान्यत्वाधिकरणम्
361,3,2,38,ॐ अनेन सर्वगतत्वमायामयशब्दादिभ्यः ॐ,सर्वगतत्वाधिकरणम्
362,3,2,39,ॐ फलमत उपपत्तेः ॐ,फलदानाधिकरणम्
363,3,2,40,ॐ श्रुतत्वाच्च ॐ,फलदानाधिकरणम्
364,3,2,41,ॐ धर्मं जैमिनिरत एव ॐ,फलदानाधिकरणम्
365,3,2,42,ॐ पूर्वं तु बादरायणो हेतु व्यपदेशात् ॐ,फलदानाधिकरणम्
366,3,3,1,ॐ सर्ववेदान्तप्रत्ययाधिकरणम् चोदनाद्यविशेषात् ॐ,सर्वेवेदा(न्तप्रत्यया)धिकरणम्
367,3,3,2,ॐ भेदान्नेति चेदेकस्यामपि ॐ,सर्वेवेदा(न्तप्रत्यया)धिकरणम्
368,3,3,3,ॐ स्वाध्यायस्य तथात्वेन हि समाचारेऽधिकाराच्च ॐ,सर्वेवेदा(न्तप्रत्यया)धिकरणम्
369,3,3,4,ॐ सलिलवच्च तन्नियमः ॐ,सर्वेवेदा(न्तप्रत्यया)धिकरणम्
370,3,3,5,ॐ दर्शयति च ॐ,सर्वेवेदा(न्तप्रत्यया)धिकरणम्
371,3,3,6,ॐ उपसंहारोऽर्थाभेदाद्विधिशेषवत् समाने च ॐ,उपसंहाराधिकरणम्
372,3,3,7,ॐ अन्यथात्वं शब्दादिति चेन्नाविशेषात् ॐ,उपसंहाराधिकरणम्
373,3,3,8,ॐ न वा प्रकरणभेदात् परोवरीयस्त्वादिवत् ॐ,उपसंहाराधिकरणम्
374,3,3,9,ॐ सङ्ज्ञातश्चेत् तदुक्तमस्ति तु तदपि ॐ,उपसंहाराधिकरणम्
375,3,3,10,ॐ प्राप्तेश्च समञ्जसम् ॐ,प्राप्तैधिकरणम्
376,3,3,11,ॐ सर्वाभेदादन्यत्रेमे ॐ,सर्वाभेदाधिकरणम्
377,3,3,12,ॐ आनन्दादयः प्रधानस्य ॐ,आनन्दाद्यधिकरणम्
378,3,3,13,ॐ प्रियशिरस्त्वाद्यप्राप्तिरुपचयापचयौ हि भेदे ॐ,प्रियशिरस्त्वाधिकरणम्
379,3,3,14,ॐ इतरे त्वर्थसामान्यात् ॐ,इतराधिकरणम्
380,3,3,15,ॐ आध्यानाय प्रयोजनाभावात् ॐ,अध्यानाधिकरणम्
381,3,3,16,ॐ आत्मशब्दाच्च ॐ,अध्यानाधिकरणम्
382,3,3,17,ॐ आत्मगृहीतिरितवदुत्तरात् ॐ,आत्मगृहीत्यधिकरणम्
383,3,3,18,ॐ अन्वयादिति चेत् स्यादवधारणात् ॐ,अन्वयाधिकरणम्
384,3,3,19,ॐ कार्याख्यानादपूर्वम् ॐ,कार्या(ख्यान)धिकरणम्
385,3,3,20,ॐ समान एवं चाभेदात् ॐ,समानाधिकरणम्
386,3,3,21,ॐ सम्बन्धादेवमन्यत्रापि ॐ,नवाधिकरणम्
387,3,3,22,ॐ न वा विशेषात् ॐ,नवाधिकरणम्
388,3,3,23,ॐ दर्शयति च ॐ,नवाधिकरणम्
389,3,3,24,ॐ सम्भृतिद्युव्याप्तपि चातः ॐ,सम्भृत्यधिकरणम्
390,3,3,25,ॐ पुरुषविद्यायामपि चेतरेषामनाम्नानात् ॐ,पुरुषविद्याधिकरणम्
391,3,3,26,ॐ वेधाद्यर्थभेदात् ॐ,वेधाद्यधिकरणम्
392,3,3,27,ॐ हानौ तूपायनशब्दशेषत्वात् कुशाछन्दस्तुत्युपगानवत् तदुक्तम् ॐ,मुक्तोपासनाधिकरणम् (हान्यधिकरणम्)
393,3,3,28,ॐ साम्परायेतर्तव्याभावात् तथा ह्यन्ये ॐ,मुक्तोपासनाधिकरणम् (हान्यधिकरणम्)
394,3,3,29,ॐ छन्दत उभयाविरोधात् ॐ,छन्दादिकरणम्
395,3,3,30,ॐ गतेरर्थवत्त्वमुभयथाऽन्यथा ह विरोधः ॐ,छन्दादिकरणम्
396,3,3,31,ॐ उपपन्नस्तल्लक्षणार्थोपलब्धेर्लोकवत् ॐ,छन्दादिकरणम्
397,3,3,32,ॐ अनियमः सर्वेषामविरोधाच्छब्दानुमानाभ्याम् ॐ,अनियमाधिकरणम्
398,3,3,33,ॐ यावदधिकारमवस्थितिराधिकारिकाणाम् ॐ,यावदधिकाराधिकरणम्
399,3,3,34,ॐ अक्षरधियां त्वविरोधः सामान्यतद्भावाभ्यामौपसदवत् तदुक्तम् ॐ,यावदधिकाराधिकरणम्
400,3,3,35,ॐ इयदामननात् ॐ,इयदामननाधिकरणम्
401,3,3,36,ॐ अन्तरा भूतग्रामवदिति चेत् तदुक्तम् ॐ,इयदामननाधिकरणम्
402,3,3,37,ॐ अन्यथा भेदानुपपत्तिरिति चेन्नोपदेशवत् ॐ,इयदामननाधिकरणम्
403,3,3,38,ॐ व्यतिहारो विशिंषन्ति हीतरवत् ॐ,व्यतिहाराधिकरणम्
404,3,3,39,ॐ सैव हि सत्यादयः ॐ,सत्याद्यधिकरणम्
405,3,3,40,ॐ कामादितरत्र तत्र चायतनादिभ्यः ॐ,कामाधिकरणम्
406,3,3,41,ॐ आदरादलोपः ॐ,कामाधिकरणम्
407,3,3,42,ॐ उपस्थितेस्तद्वचनात् ॐ,कामाधिकरणम्
408,3,3,43,ॐ तन्निर्धारणार्थनियमस्तद्दृष्टेः पृथग्ध्यप्रतिबन्धः पलम् ॐ,निर्धारणाधिकरणम्
409,3,3,44,ॐ प्रदानवदेव हि तदुक्तम् ॐ,प्रदानाधिकरणम्
410,3,3,45,ॐ लिङ्गभूयस्त्वात् तद्धि बलीयस्तदपि ॐ,गुरुप्रसादाधिकरणम् (लिङ्गभूयस्त्वाधिकरणम्)
411,3,3,46,ॐ पूर्वविकल्पःप्रकरणात् स्यात् क्रियामानसवत् ॐ,पूर्वविकल्पाधिकरणम्
412,3,3,47,ॐ अतिदेशाच्च ॐ,पूर्वविकल्पाधिकरणम्
413,3,3,48,ॐ विद्यैव तु निर्धारणात् ॐ,विद्याधिकरणम्
414,3,3,49,ॐ दर्शनाच्च ॐ,विद्याधिकरणम्
415,3,3,50,ॐ श्रुत्यादिबलीयास्त्वाच्च न बाधः ॐ,अबाधाधिकरणम् (श्रुत्यधिकरणम्)
416,3,3,51,ॐ अनुबन्धादिभ्यः ॐ,अनुबन्धाद्यधिकरणम्
417,3,3,52,ॐ प्रज्ञान्तरपृथक्त्ववद्दृष्टिश्च तदुक्तम् ॐ,दर्शनबेधादिकरणम् (प्रज्ञान्तराधिकरणम्)
418,3,3,53,ॐ न सामान्यादप्युपलब्धेर्मृत्युवन्न हि लोकापत्तिः ॐ,न सामान्याधिकरणम्
419,3,3,54,ॐ परेण शब्दस्य ताद्विध्यं भूयस्त्वात् त्वनुबन्धः ॐ,ताद्विध्याधिकरणम् (परेणाधिकरणम्)
420,3,3,55,ॐ एकः आत्मनः शरीरे भावात् ॐ,एकाधिकरणम्
421,3,3,56,ॐ व्यतिरेकस्तद्भावभावित्वान्न तूपलब्धिवत् ॐ,एकाधिकरणम्
422,3,3,57,ॐ अङ्गावबद्धास्तुन शाखासु हि प्रतिवेदनम् ॐ,अङ्गावबद्धाधिकरणम्
423,3,3,58,ॐ मन्त्रादिवद्वाऽविरोधः ॐ,अङ्गावबद्धाधिकरणम्
424,3,3,59,ॐ भूम्नःक्रतुवज्ज्यायस्त्वं तथा च दर्शयति ॐ,भूमाधिकरणम्
425,3,3,60,ॐ नाना शब्दादिभेदात् ॐ,नाना(शब्दा)धिकरणम्
426,3,3,61,ॐ विकल्पो विशिष्टफलत्वात् ॐ,विकल्पाधिकरणम्
427,3,3,62,ॐ काम्यास्तुयथाकामं समुच्चीयेरन्न वा पूर्वहेत्वभावात् ॐ,काम्याधिकरणम्
428,3,3,63,ॐ अङ्गेषु यथाऽऽश्रयाभावः ॐ,यथाश्रयभावाधिकरणम् (अङ्गाधिकरणम्)
429,3,3,64,ॐ शिष्टेश्च ॐ,यथाश्रयभावाधिकरणम् (अङ्गाधिकरणम्)
430,3,3,65,ॐ समाहारात् ॐ,यथाश्रयभावाधिकरणम् (अङ्गाधिकरणम्)
431,3,3,66,ॐ गुणसाधारण्यश्रुतेश्च ॐ,यथाश्रयभावाधिकरणम् (अङ्गाधिकरणम्)
432,3,3,67,ॐ न वाऽतत्सहभावश्रुतेः ॐ,नवाधिकरणम्
433,3,3,68,ॐ दर्शनाच्च ॐ,नवाधिकरणम्
434,3,4,1,ॐ पुरुषार्थोऽतः शब्दादिति बादरायणः ॐ,पुरुषार्थाधिकरणम्
435,3,4,2,ॐ शेषत्वात् पुरुषार्थवादो यथाऽन्येष्विति जैमिनिः ॐ,पुरुषार्थाधिकरणम्
436,3,4,3,ॐ आचारदर्शनात् ॐ,पुरुषार्थाधिकरणम्
437,3,4,4,ॐ तच्छ्रुतेः ॐ,पुरुषार्थाधिकरणम्
438,3,4,5,ॐ समन्वारम्भणात् ॐ,पुरुषार्थाधिकरणम्
439,3,4,6,ॐ तद्वतो विधानात् ॐ,पुरुषार्थाधिकरणम्
440,3,4,7,ॐ नियमाच्च ॐ,पुरुषार्थाधिकरणम्
441,3,4,8,ॐ अधिकोपदेशात् तु बादरायणस्यैवं तद्दर्शनात् ॐ,पुरुषार्थाधिकरणम्
442,3,4,9,ॐ तुल्यम् तु दर्शनम् ॐ,पुरुषार्थाधिकरणम्
443,3,4,10,ॐ असार्वत्रिकी ॐ,अधिकाराधिकरणम् (असार्वत्रिकाधिकरणम्)
444,3,4,11,ॐ विभागः शतवत् ॐ,अधिकाराधिकरणम् (असार्वत्रिकाधिकरणम्)
445,3,4,12,ॐ अध्ययनमात्रवतः ॐ,अधिकाराधिकरणम् (असार्वत्रिकाधिकरणम्)
446,3,4,13,ॐ नाविशेषात् ॐ,अधिकारविशेषाधिकरणम् (अविशेषाधिकरणम्)
447,3,4,14,ॐ स्तुतयेऽनुमतिर्वा ॐ,कामचाराधिकरणम् (स्तुत्यधिकरणम्)
448,3,4,15,ॐ कामकारेण चैके ॐ,कामचाराधिकरणम् (स्तुत्यधिकरणम्)
449,3,4,16,ॐ उपमर्दं च ॐ,कामचाराधिकरणम् (स्तुत्यधिकरणम्)
450,3,4,17,ॐ ऊर्ध्वरेतस्सु च शब्दे हि ॐ,कामचाराधिकरणम् (स्तुत्यधिकरणम्)
451,3,4,18,ॐ परामर्शं जैमिनिरचोदना चापवदति हि ॐ,कामचाराधिकरणम् (स्तुत्यधिकरणम्)
452,3,4,19,ॐ अनुष्ठेयं बादरायणः साम्यश्रुतेः ॐ,कामचाराधिकरणम् (स्तुत्यधिकरणम्)
453,3,4,20,ॐ विधिर्वा धारणवत् ॐ,कामचाराधिकरणम् (स्तुत्यधिकरणम्)
454,3,4,21,ॐ स्तुतिमात्रमुपादानादिति चेन्नापूर्वत्वात् ॐ,कामचाराधिकरणम् (स्तुत्यधिकरणम्)
455,3,4,22,ॐ भावशब्दाच्च ॐ,कामचाराधिकरणम् (स्तुत्यधिकरणम्)
456,3,4,23,ॐ पारिप्लवार्था इति चेन्न विशेषितत्वात् ॐ,कामचाराधिकरणम् (स्तुत्यधिकरणम्)
457,3,4,24,ॐ तथा चैकवाक्योपबन्धात् ॐ,कामचाराधिकरणम् (स्तुत्यधिकरणम्)
458,3,4,25,ॐ अत एव चाग्नीन्धनाद्यनपेक्षा ॐ,कामचाराधिकरणम् (स्तुत्यधिकरणम्)
459,3,4,26,ॐ सर्वापेक्षा च यज्ञादिश्रुतेरश्ववत् ॐ,कामचाराधिकरणम् (स्तुत्यधिकरणम्)
460,3,4,27,ॐ शमदमाद्युपेतः स्यात् तथाऽपितु तद्विधेस्तदङ्गतया तेषामवश्यानुष्ठेयत्वात् ॐ,कामचाराधिकरणम् (स्तुत्यधिकरणम्)
461,3,4,28,ॐ सर्वान्नानुमतिश्च प्राणात्यये तद्दर्शनात् ॐ,कामचाराधिकरणम् (स्तुत्यधिकरणम्)
462,3,4,29,ॐ अबाधाच्च ॐ,कामचाराधिकरणम् (स्तुत्यधिकरणम्)
463,3,4,30,ॐ अपि स्मर्यते ॐ,कामचाराधिकरणम् (स्तुत्यधिकरणम्)
464,3,4,31,ॐ शब्दश्चातोऽकामचारे ॐ,कामचाराधिकरणम् (स्तुत्यधिकरणम्)
465,3,4,32,ॐ विहितत्वाच्चाश्रमकर्मापि ॐ,कामचाराधिकरणम् (स्तुत्यधिकरणम्)
466,3,4,33,ॐ सहकारित्वेन च ॐ,कामचाराधिकरणम् (स्तुत्यधिकरणम्)
467,3,4,34,ॐ सर्वथाऽपितु त एवोभयलिङ्गात् ॐ,उभयलिङ्गाधिकरणम्
468,3,4,35,ॐ अनभिभवं च दर्शयति ॐ,उभयलिङ्गाधिकरणम्
469,3,4,36,ॐ अन्तरा चापि तु तद्दृष्टेः ॐ,उभयलिङ्गाधिकरणम्
470,3,4,37,ॐ अपि स्मर्यते ॐ,उभयलिङ्गाधिकरणम्
471,3,4,38,ॐ विशेषानुग्रहं च ॐ,उभयलिङ्गाधिकरणम्
472,3,4,39,ॐ अतस्त्वितरज्ज्यायोलिङ्गाच्च ॐ,उभयलिङ्गाधिकरणम्
473,3,4,40,ॐ तद्भूतस्य तु तद्भावो जैमिनेरपि नियमातद्रूपाभावेभ्यः ॐ,उभयलिङ्गाधिकरणम्
474,3,4,41,ॐ न चाधिकारिकमपि पतनानुमानात् तदयोगात् ॐ,अधिकारिकाधिकरणम्
475,3,4,42,ॐ उपपूर्वमपीत्येके भावशमनवत् तदुक्तम् ॐ,अधिकारिकाधिकरणम्
476,3,4,43,ॐ बहिस्तूभयथाऽपि स्मृतेराचाराच्च ॐ,अधिकारिकाधिकरणम्
477,3,4,44,ॐ स्वामिनः फलश्रुतेरित्यात्रेयः ॐ,फलश्रुत्यधिकरणम्
478,3,4,45,ॐ आर्त्विज्यमित्यौडुलोमिस्तस्मै हि परिक्रियते ॐ,फलश्रुत्यधिकरणम्
479,3,4,46,ॐ सहकार्यन्तरविधिःपक्षेण तृतीयं तद्वतो विध्यादिवत् ॐ,फलश्रुत्यधिकरणम्
480,3,4,47,ॐ कृत्स्नभावात् तु गृहिणोपसंहारः ॐ,कृत्स्नभावाधिकरणम्
481,3,4,48,ॐ मौनवदितरेषामप्युपदेशात् ॐ,कृत्स्नभावाधिकरणम्
482,3,4,49,ॐ अनाविष्कुर्वन्नन्वयात् ॐ,अनाविष्काराधिकरणम्
483,3,4,50,ॐ ऐहिकमप्रस्तुतप्रतिबन्धे तद्दर्शनात् ॐ,ऐहिकाधिकरणम्
484,3,4,51,ॐ एवं मुक्तिफलानियमस्तदवस्थावधृतेस्तदवस्थावधृतेः ॐ,मुक्तिफलाधिकरणम्
485,4,1,1,ॐ आवृत्तिरसकृदुपदेशात् ॐ,आवृत्यधिकरणम्
486,4,1,2,ॐ लिङ्गाच्च ॐ,आवृत्यधिकरणम्
487,4,1,3,ॐ आत्मेति तूपगच्छन्ति ग्राहयन्ति च ॐ,आत्मोपगमाधिकरणम्
488,4,1,4,ॐ न प्रतीके न हि सः ॐ,नप्रतीकाधिकरणम्
489,4,1,5,ॐ ब्रह्मदृष्टिरुत्कर्षात् ॐ,ब्रह्मदृष्ट्यधिकरणम्
490,4,1,6,ॐ आदित्यादिमतयश्चाङ्ग उपपत्तेः ॐ,आदित्यादिमत्यधिकरणम्
491,4,1,7,ॐ आसीनः सम्भवात् ॐ,आसनाधिकरणम्
492,4,1,8,ॐ ध्यानाच्च ॐ,आसनाधिकरणम्
493,4,1,9,ॐ अचलत्वं चापेक्ष्य ॐ,आसनाधिकरणम्
494,4,1,10,ॐ स्मरन्ति च ॐ,आसनाधिकरणम्
495,4,1,11,ॐ यत्रैकाग्रता तत्रा विशेषात् ॐ,आसनाधिकरणम्
496,4,1,12,ॐ आ प्रायणात् तत्रापि हि दृष्टम् ॐ,प्रायणाधिकरणम्
497,4,1,13,ॐ तदधिगम उत्तरपूर्वाघयोरश्लेषविनाशौ तद्व्यपदेशात् ॐ,तदधिगमाधिकरणम्
498,4,1,14,ॐ इतरस्याप्येवमसंश्लेषः पाते तु ॐ,तदधिगमाधिकरणम्
499,4,1,15,ॐ अनारब्दकार्ये एव तु पूर्वे तदवधेः ॐ,तदधिगमाधिकरणम्
500,4,1,16,ॐ अग्निहोत्रादि तु तत्कार्यायैव तद्दर्शनात् ॐ,तदधिगमाधिकरणम्
501,4,1,17,ॐ अतोऽन्यदपीत्येकेषामुभयोः ॐ,तदधिगमाधिकरणम्
502,4,1,18,ॐ यदेव विद्ययेति हि ॐ,तदधिगमाधिकरणम्
503,4,1,19,ॐ भोगेन त्वितरे क्षपयित्वाऽथ सम्पत्स्यते ॐ,तदधिगमाधिकरणम्
504,4,2,1,ॐ वाङ्मनसि दर्शनाच्छब्दाच्च ॐ,वाङ्मनसाधिकरणम्
505,4,2,2,ॐ अत एव च सर्वाण्यनु ॐ,वाङ्मनसाधिकरणम्
506,4,2,3,ॐ तन्मनः प्राण उत्तरात् ॐ,मनोऽधिकरणम्
507,4,2,4,ॐ सोऽध्यक्षे तदुपगमादिभ्यः ॐ,अध्यक्षाधिकरणम्
508,4,2,5,ॐ भूतेषु तच्छ्रुतेः ॐ,भूताधिकरणम्
509,4,2,6,ॐ नैकस्मिन् दर्शयतो हि ॐ,अनेकलयाधिकरणम् (नैकस्मिन्नधिकरणम्)
510,4,2,7,ॐ समना चासृत्युपक्रमादमृतत्वं चानुपोष्य ॐ,समनाधिकरणम्
511,4,2,8,ॐ तदपीतेः संसारव्यपदेशात् ॐ,समनाधिकरणम्
512,4,2,9,ॐ सूक्ष्मं प्रमाणतश्च तथोपलब्देः ॐ,समनाधिकरणम्
513,4,2,10,ॐ नोपमर्देनातः ॐ,समनाधिकरणम्
514,4,2,11,ॐ अस्यैव चोपपत्तेरूष्मा ॐ,समनाधिकरणम्
515,4,2,12,ॐ प्रतिषेधादिति चेन्न शारीरात् ॐ,समनाधिकरणम्
516,4,2,13,ॐ स्पष्टो ह्येकेषाम् ॐ,समनाधिकरणम्
517,4,2,14,ॐ स्मर्यते च ॐ,समनाधिकरणम्
518,4,2,15,ॐ तानि परे तथा ह्याह ॐ,परा(लया)धिकरणम्
519,4,2,16,ॐ अविभागो वचनात् ॐ,अविभागाधिकरणम्
520,4,2,17,ॐ तदोकोऽग्रज्वलनं तत्प्रकाशितद्वारो विद्यासामर्थ्यात् तच्छेषगत्यनुस्मृतियोगाच्च हार्दानुगृहीतः शताधिकया ॐ,हृदयाग्रज्वलना(तदोकोऽ)धिकरणम्
521,4,2,18,ॐ रश्म्यनुसारी ॐ,हृदयाग्रज्वलना(तदोकोऽ)धिकरणम्
